Campaign,Ad_Set,Ad_Id,Gender,Location,Age_Target,Start_date,End_date,Amount_Spent_$,Reach,Impressions,Results,Cost_Per_Result,Frequncy,Post_Engagement,Post_Comments,Post_Shares,Post_Likes,Follows_Likes,Clicks,Cpc_$,Ctr
website traffic,June,AD_468846,Male,"Houston, Texas",18-25,2022-06-10,2022-07-01,75.34289908375666,2260,3164,72,1.0464291539410648,3,1977,282,706,989,659,632,0.1192134479173365,0.1997471554993679
brand awarness,July,AD_469203,Female,"Chicago,Illinois",35-40,2022-07-05,2022-07-26,98.33914927702189,2950,4130,59,1.6667652419834218,3,2581,368,922,1291,860,826,0.11905466014167299,0.2
brand awarness,July,AD_469165,Female,"Phoenix, Arizona",35-40,2022-07-12,2022-07-24,56.76523302927481,1702,2382,57,0.9958812812153476,2,1488,212,532,744,496,476,0.11925469123797229,0.1998320738874895
website traffic,July,AD_468869,Male,"Phoenix, Arizona",18-25,2022-07-26,2022-08-24,49.93669186995022,1498,2097,87,0.5739849640224163,3,1310,187,468,655,436,419,0.11918064885429645,0.19980925131139723
brand awarness,June,AD_469305,Female,"Houston, Texas",25-35,2022-06-08,2022-06-17,52.51217580644795,1575,2205,117,0.44882201543972605,1,1378,196,493,689,459,441,0.11907522858604977,0.2
website traffic,June,AD_468879,Female,"Los Angeles, California",45-60,2022-06-24,2022-07-12,99.64897118316684,2989,4184,178,0.5598256808043081,3,2615,373,934,1308,871,836,0.1191973339511565,0.19980879541108987
brand awarness,July,AD_469211,Male,"Chicago,Illinois",25-35,2022-07-16,2022-08-03,60.379136264718696,1811,2535,119,0.5073876997035185,3,1584,226,566,792,528,507,0.11909099854974102,0.2
brand awarness,May,AD_469111,Female,"Chicago,Illinois",45-60,2022-05-10,2022-05-25,74.5900367944698,2237,3131,96,0.7769795499423937,1,1956,279,699,978,652,626,0.11915341340969617,0.1999361226445225
website traffic,July,AD_468793,Male,"New York City, New York",25-35,2022-07-15,2022-08-08,45.71737799806712,1371,1919,134,0.3411744626721427,1,1199,171,428,600,399,383,0.1193665221881648,0.1995831162063575
generate leads,May,AD_468941,Female,"Houston, Texas",35-40,2022-05-18,2022-06-12,52.51047803803616,1575,2205,76,0.690927342605739,3,1378,196,493,689,459,441,0.11907137877105706,0.2
generate leads,July,AD_468942,Male,"Houston, Texas",18-25,2022-07-09,2022-08-02,10.50907738461924,315,441,150,0.0700605158974616,3,275,39,98,138,91,88,0.11942133391612772,0.19954648526077098
brand awarness,May,AD_469143,Male,"Chicago,Illinois",25-35,2022-05-15,2022-06-11,30.10087926673075,903,1264,168,0.17917190039720685,1,790,112,283,395,263,252,0.11944793359813789,0.19936708860759494
brand awarness,June,AD_469315,Male,"New York City, New York",25-35,2022-06-01,2022-06-14,35.37472729717692,1061,1485,67,0.5279810044354764,1,928,132,332,464,309,297,0.11910682591642059,0.2
generate leads,July,AD_469078,Male,"Los Angeles, California",25-35,2022-07-28,2022-07-29,30.0001981073817,900,1260,134,0.22388207542822164,3,787,112,281,394,262,252,0.11904840518802262,0.2
brand awarness,July,AD_469296,Female,"Chicago,Illinois",35-40,2022-07-01,2022-07-28,36.74851060307761,1102,1542,65,0.5653617015858095,3,963,137,344,482,321,308,0.11931334611388836,0.19974059662775617
brand awarness,July,AD_469167,Female,"Phoenix, Arizona",18-25,2022-07-14,2022-08-12,62.135018773308246,1864,2609,165,0.37657587135338333,1,1630,232,583,815,543,521,0.11926107250155134,0.19969336910693752
generate leads,June,AD_469039,Male,"New York City, New York",60+,2022-06-19,2022-06-26,59.154528404791655,1774,2483,53,1.116123177448899,3,1551,221,554,776,517,496,0.11926316210643478,0.19975835682641965
website traffic,June,AD_468800,Female,"Los Angeles, California",35-40,2022-06-29,2022-07-08,54.31391496171454,1629,2280,196,0.27711181102915583,3,1425,203,509,713,475,456,0.11910946263533889,0.2
brand awarness,June,AD_469235,Female,"Chicago,Illinois",18-25,2022-06-23,2022-06-27,34.686446295037086,1040,1456,191,0.18160443086406852,1,910,130,325,455,303,291,0.11919740994858105,0.19986263736263737
brand awarness,July,AD_469310,Male,"Chicago,Illinois",35-40,2022-07-14,2022-08-05,14.806796081882446,444,621,22,0.6730361855401111,3,388,55,139,194,129,124,0.11940964582163263,0.1996779388083736
brand awarness,July,AD_469178,Female,"Los Angeles, California",25-35,2022-07-04,2022-07-22,20.652993651192716,619,866,67,0.3082536365849659,3,541,77,193,271,180,173,0.11938146619186542,0.1997690531177829
brand awarness,May,AD_469089,Female,"New York City, New York",25-35,2022-05-10,2022-06-05,38.71971072046187,1161,1625,143,0.2707672078353977,3,1015,145,362,508,338,325,0.11913757144757497,0.2
brand awarness,July,AD_469090,Male,"Los Angeles, California",25-35,2022-07-13,2022-08-06,97.81746716604542,2934,4107,87,1.1243387030579932,2,2566,366,917,1283,855,821,0.11914429618275935,0.1999026053080107
brand awarness,June,AD_469332,Female,"Los Angeles, California",45-60,2022-06-30,2022-07-01,48.328689268546206,1449,2028,91,0.5310844974565517,3,1267,181,452,634,422,405,0.11933009695937336,0.1997041420118343
generate leads,May,AD_469012,Male,"Los Angeles, California",45-60,2022-05-03,2022-05-19,41.57091976888023,1247,1745,147,0.28279537257741655,3,1090,155,390,545,363,349,0.11911438329192044,0.2
brand awarness,May,AD_469275,Female,"Los Angeles, California",25-35,2022-05-17,2022-06-08,13.877091091130527,416,582,165,0.08410358237048804,3,363,51,130,182,121,116,0.1196300956131942,0.19931271477663232
brand awarness,May,AD_469232,Male,"New York City, New York",18-25,2022-05-03,2022-05-17,19.60519181964601,588,823,25,0.7842076727858404,1,514,73,184,257,171,164,0.11954385255881712,0.19927095990279464
brand awarness,May,AD_469091,Female,"New York City, New York",18-25,2022-05-11,2022-06-02,85.50872310451284,2565,3590,30,2.850290770150428,3,2243,320,801,1122,747,718,0.11909292911492039,0.2
generate leads,May,AD_469062,Male,"Los Angeles, California",25-35,2022-05-26,2022-06-23,53.35035292026451,1600,2240,26,2.051936650779404,1,1400,200,500,700,466,448,0.11908560919701901,0.2
brand awarness,July,AD_469147,Male,"Chicago,Illinois",25-35,2022-07-18,2022-08-10,94.43963866472508,2833,3966,35,2.6982753904207164,1,2478,354,885,1239,826,793,0.11909159982941372,0.19994957135653052
website traffic,July,AD_468861,Male,"New York City, New York",18-25,2022-07-11,2022-08-03,61.9381888627094,1858,2601,109,0.5682402647954992,1,1625,232,580,813,541,520,0.11911190165905654,0.19992310649750097
brand awarness,May,AD_469314,Male,"Chicago,Illinois",45-60,2022-05-07,2022-06-04,63.73594047029428,1912,2676,159,0.4008549715112848,3,1672,238,598,836,557,535,0.11913259900989585,0.19992526158445442
brand awarness,June,AD_469190,Male,"Chicago,Illinois",25-35,2022-06-16,2022-07-02,77.93638199936693,2338,3273,83,0.9389925542092401,2,2045,292,730,1023,681,654,0.11916877981554576,0.1998166819431714
generate leads,July,AD_469005,Female,"Los Angeles, California",35-40,2022-07-01,2022-07-21,65.6374845213227,1969,2756,158,0.4154271172235614,1,1722,246,615,861,574,551,0.11912429132726443,0.19992743105950653
brand awarness,May,AD_469194,Male,"New York City, New York",25-35,2022-05-03,2022-05-05,30.233027949856346,906,1268,195,0.1550411689736223,2,792,113,283,396,264,253,0.11949813418915552,0.1995268138801262
generate leads,July,AD_468944,Male,"Los Angeles, California",35-40,2022-07-15,2022-07-30,72.78526007510257,2183,3056,194,0.3751817529644462,3,1910,272,683,955,636,611,0.11912481190687818,0.19993455497382198
brand awarness,July,AD_469321,Male,"Phoenix, Arizona",35-40,2022-07-28,2022-08-24,80.32457269771571,2409,3372,70,1.147493895681653,3,2107,301,752,1054,702,674,0.1191759238838512,0.19988137603795966
brand awarness,June,AD_469120,Female,"New York City, New York",45-60,2022-06-04,2022-06-21,20.419895379504542,612,856,126,0.16206266174209955,1,535,76,191,268,178,171,0.11941459286259966,0.19976635514018692
website traffic,June,AD_468815,Male,"Los Angeles, California",35-40,2022-06-05,2022-06-07,38.079059077536925,1142,1598,168,0.22666106593771979,1,998,142,357,499,332,319,0.11937009115215337,0.19962453066332916
brand awarness,June,AD_469153,Male,"Chicago,Illinois",45-60,2022-06-09,2022-06-19,44.53593977416079,1336,1870,54,0.824739625447422,1,1168,166,418,584,389,374,0.11908005287208767,0.2
brand awarness,June,AD_469129,Female,"Los Angeles, California",25-35,2022-06-09,2022-07-02,52.19867858518475,1565,2191,108,0.4833210980109699,2,1369,195,489,685,456,438,0.11917506526297889,0.19990871748060246
generate leads,May,AD_469018,Male,"Chicago,Illinois",60+,2022-05-16,2022-05-22,11.428393612154913,342,478,40,0.2857098403038728,1,298,42,107,149,99,95,0.12029888012794646,0.19874476987447698
website traffic,May,AD_468881,Male,"Phoenix, Arizona",25-35,2022-05-19,2022-05-21,30.19256930679899,905,1267,178,0.1696211758808932,3,791,113,282,396,263,253,0.11933821860394858,0.19968429360694553
brand awarness,July,AD_469101,Male,"Los Angeles, California",35-40,2022-07-06,2022-08-04,55.095443751700785,1652,2312,168,0.3279490699505999,3,1445,206,516,723,481,462,0.1192542072547636,0.19982698961937717
website traffic,May,AD_468848,Female,"Houston, Texas",18-25,2022-05-07,2022-05-25,16.76410940982467,502,702,193,0.08686067051722626,3,438,62,157,219,146,140,0.11974363864160478,0.19943019943019943
brand awarness,July,AD_469180,Male,"Los Angeles, California",25-35,2022-07-06,2022-07-19,58.96790303193302,1769,2476,124,0.475547605096234,3,1547,221,552,774,515,495,0.11912707683218791,0.19991922455573505
brand awarness,July,AD_469142,Female,"Houston, Texas",45-60,2022-07-28,2022-08-04,57.34764442746339,1720,2408,183,0.31337510616100217,3,1505,215,537,753,501,481,0.11922587199056839,0.19975083056478404
website traffic,July,AD_468882,Female,"New York City, New York",45-60,2022-07-29,2022-08-14,70.91154234396376,2127,2977,118,0.6009452741013878,2,1860,265,665,930,620,595,0.1191790627629643,0.19986563654685927
brand awarness,June,AD_469293,Male,"Chicago,Illinois",18-25,2022-06-22,2022-07-04,15.130609636120571,453,634,28,0.5403789155757347,1,396,56,142,198,132,126,0.12008420346127438,0.19873817034700317
brand awarness,May,AD_469300,Male,"Phoenix, Arizona",18-25,2022-05-07,2022-06-05,91.39988058645466,2741,3837,117,0.7811955605679886,1,2398,342,857,1199,799,767,0.11916542449342198,0.19989575188949701
brand awarness,July,AD_469214,Female,"Houston, Texas",25-35,2022-07-04,2022-07-11,82.21402687145819,2466,3452,90,0.9134891874606466,1,2157,308,770,1079,719,690,0.11915076358182346,0.19988412514484358
brand awarness,May,AD_469255,Male,"Chicago,Illinois",25-35,2022-05-29,2022-06-27,83.23744672404715,2497,3495,90,0.9248605191560794,2,2184,312,780,1092,728,699,0.11908075353940936,0.2
brand awarness,June,AD_469377,Female,"Los Angeles, California",60+,2022-06-30,2022-07-23,17.264768687039016,517,723,48,0.3596826809799795,2,451,64,161,226,150,144,0.1198942269933265,0.1991701244813278
generate leads,June,AD_469036,Male,"Houston, Texas",18-25,2022-06-10,2022-06-25,91.00858920683848,2730,3821,181,0.5028098851206546,1,2388,341,853,1194,796,764,0.1191211900613069,0.1999476576812353
brand awarness,May,AD_469210,Male,"Houston, Texas",45-60,2022-05-28,2022-06-05,81.16326185307952,2434,3407,125,0.6493060948246362,3,2129,304,760,1065,709,681,0.11918246968146771,0.19988259465805694
generate leads,May,AD_468985,Male,"Phoenix, Arizona",18-25,2022-05-27,2022-06-16,68.27480451117475,2048,2867,70,0.9753543501596393,2,1791,255,640,896,597,573,0.11915323649419678,0.19986048133937914
generate leads,May,AD_468964,Male,"Phoenix, Arizona",45-60,2022-05-01,2022-05-13,28.2424008172556,847,1185,25,1.129696032690224,1,740,105,265,370,246,237,0.11916624817407426,0.2
website traffic,June,AD_468887,Male,"Chicago,Illinois",45-60,2022-06-22,2022-06-25,78.26128078433572,2347,3285,144,0.543481116557887,2,2053,293,733,1027,684,657,0.11911914883460537,0.2
generate leads,July,AD_469072,Male,"Houston, Texas",25-35,2022-07-12,2022-08-03,33.55036425547581,1006,1408,61,0.5500059714012429,1,880,125,315,440,293,281,0.11939631407642638,0.19957386363636365
website traffic,July,AD_468827,Female,"New York City, New York",45-60,2022-07-14,2022-08-08,92.43109321545819,2772,3880,93,0.9938827227468623,3,2425,346,866,1213,808,776,0.11911223352507498,0.2
brand awarness,May,AD_469240,Female,"Los Angeles, California",60+,2022-05-15,2022-05-24,85.87271246965997,2576,3606,100,0.8587271246965997,3,2253,321,805,1127,751,721,0.11910223643503463,0.1999445368829728
generate leads,May,AD_468977,Female,"New York City, New York",18-25,2022-05-15,2022-06-13,23.963201007355718,718,1005,35,0.6846628859244491,2,628,89,225,314,209,201,0.11921990550923242,0.2
brand awarness,July,AD_469162,Male,"New York City, New York",60+,2022-07-30,2022-08-19,24.472825381835932,734,1027,75,0.3263043384244791,2,641,91,229,321,213,205,0.11937963600895576,0.19961051606621227
website traffic,May,AD_468825,Male,"Los Angeles, California",35-40,2022-05-26,2022-05-30,14.377867161686954,431,603,198,0.07261549071559067,3,376,53,135,188,125,120,0.11981555968072462,0.19900497512437812
website traffic,June,AD_468855,Male,"Los Angeles, California",18-25,2022-06-01,2022-06-13,33.47302067394489,1004,1405,186,0.17996247674163918,3,878,125,314,439,292,281,0.11912107001403875,0.2
brand awarness,June,AD_469241,Female,"Houston, Texas",60+,2022-06-03,2022-06-14,79.47370334157156,2384,3337,21,3.78446206388436,1,2085,297,745,1043,695,667,0.11915097952259605,0.19988013185495954
brand awarness,June,AD_469092,Male,"Los Angeles, California",25-35,2022-06-10,2022-06-16,15.506123743017532,465,651,182,0.08519848210449193,2,406,58,145,203,135,130,0.1192778749462887,0.19969278033794163
generate leads,June,AD_468938,Male,"Houston, Texas",18-25,2022-06-20,2022-06-21,72.87519141709052,2186,3060,173,0.42124388102364463,2,1912,273,683,956,637,612,0.11907711015864464,0.2
website traffic,May,AD_468806,Female,"Houston, Texas",45-60,2022-05-05,2022-06-01,95.97565520281906,2879,4030,103,0.9318024776972724,2,2518,359,900,1259,839,806,0.11907649528885739,0.2
brand awarness,July,AD_469199,Male,"Los Angeles, California",25-35,2022-07-06,2022-08-02,74.88095807089377,2246,3144,108,0.6933422043601275,2,1965,280,702,983,655,628,0.11923719438040409,0.19974554707379136
brand awarness,May,AD_469134,Male,"Los Angeles, California",45-60,2022-05-29,2022-06-19,95.37514902459884,2861,4005,56,1.7031276611535506,1,2503,357,894,1252,834,801,0.11907009865742677,0.2
brand awarness,May,AD_469121,Male,"Houston, Texas",18-25,2022-05-27,2022-06-18,40.38813242510401,1211,1695,23,1.756005757613218,3,1059,151,378,530,353,339,0.11913903370237171,0.2
website traffic,May,AD_468850,Female,"Houston, Texas",25-35,2022-05-07,2022-05-08,32.756025352290976,982,1374,154,0.21270146332656478,3,858,122,307,429,286,274,0.11954753778208385,0.19941775836972345
website traffic,June,AD_468937,Male,"New York City, New York",45-60,2022-06-15,2022-06-30,53.768446726045994,1613,2258,56,0.9601508343936784,2,1411,201,504,706,470,451,0.11922050271850552,0.19973427812223207
website traffic,July,AD_468868,Female,"Los Angeles, California",35-40,2022-07-19,2022-07-26,68.06957637434662,2042,2858,81,0.8403651404240324,3,1786,255,638,893,595,571,0.11921116703037937,0.19979006298110566
brand awarness,June,AD_469207,Male,"Los Angeles, California",45-60,2022-06-17,2022-06-28,78.33760574620852,2350,3290,136,0.5760118069574156,2,2056,293,735,1028,685,658,0.11905411207630474,0.2
generate leads,May,AD_469022,Female,"Chicago,Illinois",25-35,2022-05-28,2022-06-23,60.89463229538947,1826,2556,170,0.35820371938464396,2,1597,228,570,799,532,511,0.1191675778774745,0.19992175273865415
brand awarness,July,AD_469205,Male,"Los Angeles, California",60+,2022-07-05,2022-07-12,71.37332924738234,2141,2997,38,1.8782455065100616,2,1873,267,669,937,624,599,0.11915413897726601,0.19986653319986653
brand awarness,May,AD_469295,Male,"New York City, New York",25-35,2022-05-21,2022-06-06,17.148571724567834,514,719,41,0.41825784694067886,3,449,64,160,225,149,143,0.11992008198998486,0.19888734353268428
brand awarness,May,AD_469342,Male,"New York City, New York",45-60,2022-05-05,2022-05-29,69.18140211617461,2075,2905,131,0.5281023062303405,2,1815,259,648,908,605,581,0.11907298126708195,0.2
brand awarness,June,AD_469159,Female,"New York City, New York",25-35,2022-06-26,2022-07-17,19.517323430341367,585,819,163,0.11973818055424151,2,511,73,182,256,170,163,0.11973818055424151,0.199023199023199
website traffic,July,AD_468924,Male,"Los Angeles, California",35-40,2022-07-29,2022-08-09,78.80406063743231,2364,3309,81,0.9728896374991644,2,2068,295,739,1034,689,661,0.11921945633499594,0.19975823511634935
generate leads,May,AD_469084,Female,"Los Angeles, California",25-35,2022-05-08,2022-05-23,97.78178347297748,2933,4106,109,0.8970805823208943,2,2566,366,917,1283,855,821,0.11910083248840131,0.19995129079396007
website traffic,June,AD_468831,Male,"New York City, New York",18-25,2022-06-26,2022-07-01,87.44468057220107,2623,3672,121,0.7226833105140584,3,2295,327,820,1148,765,734,0.11913444219645922,0.19989106753812635
website traffic,June,AD_468906,Male,"Los Angeles, California",18-25,2022-06-07,2022-06-30,36.15455297062168,1084,1517,107,0.33789301841702507,3,948,135,339,474,316,303,0.11932195699875142,0.1997363216875412
brand awarness,July,AD_469115,Female,"Houston, Texas",45-60,2022-07-24,2022-07-26,35.707313174339745,1071,1499,116,0.3078216652960323,3,936,133,335,468,312,299,0.1194224520880928,0.19946631087391595
website traffic,July,AD_468795,Female,"Los Angeles, California",25-35,2022-07-03,2022-08-01,85.7211381260872,2571,3599,46,1.863503002741026,1,2249,321,803,1125,749,719,0.11922272340206842,0.19977771603223118
website traffic,June,AD_468867,Female,"Los Angeles, California",60+,2022-06-10,2022-06-29,76.49284287264614,2294,3211,68,1.124894748127149,1,2006,286,717,1003,668,642,0.11914773033122451,0.1999377141077546
brand awarness,June,AD_469262,Female,"Los Angeles, California",18-25,2022-06-05,2022-06-29,69.69538197819867,2090,2926,129,0.5402742789007648,2,1828,261,653,914,609,585,0.1191374050909379,0.19993164730006835
brand awarness,June,AD_469107,Female,"Houston, Texas",18-25,2022-06-15,2022-06-28,76.13196113171236,2283,3196,56,1.359499305923435,3,1997,285,713,999,665,639,0.11914234918890823,0.1999374217772215
brand awarness,May,AD_469358,Male,"Houston, Texas",35-40,2022-05-05,2022-05-13,69.21575002113843,2076,2906,140,0.4943982144367031,2,1816,259,649,908,605,581,0.1191320998642658,0.19993117687543013
brand awarness,June,AD_469138,Female,"Houston, Texas",35-40,2022-06-25,2022-07-06,35.76876319075553,1073,1502,62,0.5769155353347666,3,938,134,335,469,312,300,0.11922921063585176,0.19973368841544606
brand awarness,June,AD_469097,Female,"Chicago,Illinois",35-40,2022-06-17,2022-07-12,75.2592450163235,2257,3159,128,0.5879628516900274,1,1974,282,705,987,658,631,0.11926980192761252,0.19974675530231087
brand awarness,May,AD_469200,Male,"Los Angeles, California",18-25,2022-05-24,2022-05-27,16.76760476204661,503,704,34,0.49316484594254734,2,440,62,158,220,146,140,0.11976860544319007,0.19886363636363635
brand awarness,July,AD_469171,Male,"Los Angeles, California",25-35,2022-07-13,2022-07-29,36.71230659663209,1101,1541,164,0.22385552802824446,3,963,137,344,482,321,308,0.11919580063841588,0.199870214146658
generate leads,July,AD_469021,Male,"New York City, New York",60+,2022-07-23,2022-07-24,49.126827513806816,1473,2062,133,0.3693746429609535,3,1288,184,460,644,429,412,0.11923987260632722,0.19980601357904948
generate leads,May,AD_469000,Male,"Los Angeles, California",25-35,2022-05-15,2022-06-08,17.587089912034223,527,737,42,0.41874023600081484,2,460,65,165,230,153,147,0.11964006742880424,0.1994572591587517
brand awarness,May,AD_469246,Female,"Los Angeles, California",18-25,2022-05-07,2022-05-24,11.96228720567188,358,501,44,0.27187016376527,2,313,44,112,157,104,100,0.11962287205671879,0.1996007984031936
generate leads,May,AD_469027,Male,"Houston, Texas",25-35,2022-05-14,2022-06-10,40.921422836896014,1227,1717,28,1.4614793870320004,2,1073,153,383,537,357,343,0.11930443975771432,0.1997670355270821
generate leads,May,AD_468943,Male,"Los Angeles, California",60+,2022-05-19,2022-05-21,99.19866797182864,2975,4165,60,1.6533111328638106,1,2603,371,930,1302,867,833,0.1190860359805866,0.2
brand awarness,July,AD_469126,Male,"Los Angeles, California",25-35,2022-07-01,2022-07-12,63.506637253700134,1905,2667,98,0.6480269107520422,2,1666,238,595,833,555,533,0.11914941323395897,0.19985001874765654
generate leads,July,AD_468965,Male,"Houston, Texas",18-25,2022-07-17,2022-08-10,20.67458460585452,620,868,98,0.21096514903933183,2,542,77,194,271,180,173,0.119506269398003,0.19930875576036866
generate leads,July,AD_469049,Male,"Phoenix, Arizona",25-35,2022-07-05,2022-07-12,56.82736733582848,1704,2385,135,0.4209434617468776,1,1490,212,533,745,496,477,0.11913494200383329,0.2
brand awarness,May,AD_469345,Female,"Houston, Texas",18-25,2022-05-03,2022-05-21,62.126476188112534,1863,2608,84,0.7396009070013397,1,1630,232,583,815,543,521,0.11924467598486091,0.19976993865030676
website traffic,July,AD_468835,Male,"New York City, New York",35-40,2022-07-25,2022-08-10,88.32731122353933,2649,3708,175,0.504727492705939,3,2317,331,827,1159,772,741,0.11920015009924335,0.19983818770226539
website traffic,June,AD_468914,Female,"Phoenix, Arizona",45-60,2022-06-03,2022-06-14,22.782247816978742,683,956,172,0.13245492916848106,3,597,85,213,299,199,191,0.11927878438208765,0.1997907949790795
website traffic,June,AD_468934,Female,"Phoenix, Arizona",18-25,2022-06-05,2022-06-15,29.244625848654014,877,1227,182,0.1606847574101869,1,766,109,274,383,255,245,0.11936581979042454,0.19967400162999185
brand awarness,June,AD_469231,Female,"Phoenix, Arizona",35-40,2022-06-01,2022-06-24,40.8287532942116,1224,1713,124,0.3292641394694484,2,1070,152,383,535,356,342,0.11938231957371813,0.19964973730297722
website traffic,June,AD_468907,Male,"Los Angeles, California",45-60,2022-06-08,2022-06-29,72.47185410300406,2174,3043,126,0.575173445261937,1,1901,271,679,951,633,608,0.11919712845888826,0.1998028261583963
brand awarness,July,AD_469266,Male,"Los Angeles, California",18-25,2022-07-30,2022-08-27,17.296587306552066,518,725,155,0.11159088584872301,1,453,64,162,227,151,145,0.1192868090107039,0.2
brand awarness,June,AD_469108,Female,"Chicago,Illinois",45-60,2022-06-22,2022-07-11,91.8737071263708,2756,3858,103,0.8919777390909787,2,2411,344,861,1206,803,771,0.11916174724561712,0.19984447900466562
brand awarness,June,AD_469112,Female,"Chicago,Illinois",45-60,2022-06-15,2022-06-25,93.71266396414812,2811,3935,151,0.6206136686367425,1,2459,351,878,1230,819,787,0.11907581189853636,0.2
website traffic,June,AD_468809,Male,"New York City, New York",60+,2022-06-16,2022-06-23,70.77576744448436,2123,2972,105,0.6740549280427082,3,1857,265,663,929,619,594,0.11915112364391306,0.19986541049798115
generate leads,July,AD_468971,Female,"Houston, Texas",35-40,2022-07-21,2022-08-13,17.484979053505818,524,733,142,0.123133655306379,3,458,65,164,229,152,146,0.1197601305034645,0.19918144611186903
brand awarness,June,AD_469301,Male,"Los Angeles, California",18-25,2022-06-25,2022-07-05,29.15090880749233,874,1223,128,0.22774147505853382,1,764,109,273,382,254,244,0.1194709377356243,0.19950940310711365
website traffic,June,AD_468821,Female,"Houston, Texas",18-25,2022-06-19,2022-07-05,60.982462285130644,1829,2560,185,0.3296349312709765,3,1600,228,572,800,533,512,0.11910637165064579,0.2
brand awarness,June,AD_469329,Male,"Chicago,Illinois",25-35,2022-06-22,2022-07-11,52.1852171370759,1565,2191,193,0.2703897260988389,3,1369,195,489,685,456,438,0.11914433136318699,0.19990871748060246
generate leads,July,AD_468975,Female,"Houston, Texas",25-35,2022-07-04,2022-07-26,24.144672521808776,724,1013,94,0.25685821831711464,3,633,90,226,317,211,202,0.11952808179113256,0.19940769990128332
brand awarness,June,AD_469248,Male,"Phoenix, Arizona",45-60,2022-06-21,2022-07-17,63.650951449066284,1909,2672,172,0.37006367121550165,3,1670,238,597,835,556,534,0.11919653829413161,0.1998502994011976
website traffic,May,AD_468880,Male,"Chicago,Illinois",35-40,2022-05-02,2022-05-12,26.51100723751755,795,1113,121,0.21909923336791365,3,695,99,248,348,231,222,0.11941895152034933,0.19946091644204852
brand awarness,May,AD_469349,Male,"Houston, Texas",25-35,2022-05-25,2022-06-08,24.953298352218418,748,1047,51,0.48928035984741997,1,654,93,234,327,218,209,0.11939377202018382,0.19961795606494748
brand awarness,July,AD_469277,Female,"New York City, New York",45-60,2022-07-02,2022-07-17,18.724019468217467,561,785,144,0.1300279129737324,2,490,70,175,245,163,157,0.11926127049820043,0.2
website traffic,July,AD_468857,Male,"Los Angeles, California",25-35,2022-07-05,2022-07-21,77.99498578839169,2339,3274,37,2.107972588875451,2,2046,292,731,1023,682,654,0.11925838805564479,0.19975565058032987
brand awarness,May,AD_469353,Male,"Chicago,Illinois",35-40,2022-05-17,2022-06-02,54.464859230141435,1633,2286,196,0.2778819348476604,3,1428,204,510,714,476,457,0.11917912304188498,0.199912510936133
brand awarness,July,AD_469271,Male,"Phoenix, Arizona",18-25,2022-07-12,2022-07-29,94.78277394899105,2843,3980,170,0.5575457291117121,1,2487,355,888,1244,829,796,0.11907383661933549,0.2
generate leads,May,AD_469009,Female,"Phoenix, Arizona",18-25,2022-05-15,2022-05-30,23.947337461231413,718,1005,81,0.2956461414966841,3,628,89,225,314,209,201,0.11914098239418613,0.2
brand awarness,May,AD_469227,Male,"Los Angeles, California",35-40,2022-05-20,2022-06-13,59.197557110965626,1775,2485,88,0.6726995126246094,2,1553,221,555,777,517,497,0.11910977285908576,0.2
website traffic,May,AD_468798,Male,"New York City, New York",25-35,2022-05-24,2022-06-12,45.86503328824328,1375,1924,158,0.29028502081166635,2,1202,171,430,601,400,384,0.11944019085480022,0.1995841995841996
brand awarness,June,AD_469269,Female,"Houston, Texas",25-35,2022-06-12,2022-06-13,37.655615243279044,1129,1580,183,0.20576838930753577,2,987,141,352,494,329,316,0.11916333937746533,0.2
generate leads,June,AD_468945,Male,"Los Angeles, California",60+,2022-06-10,2022-07-05,73.45342031863262,2203,3084,173,0.42458624461637356,1,1927,275,688,964,642,616,0.11924256545232569,0.19974059662775617
website traffic,July,AD_468877,Female,"Los Angeles, California",25-35,2022-07-17,2022-07-22,61.59227621678882,1847,2585,142,0.43374842406189307,1,1615,230,577,808,538,517,0.11913399655084878,0.2
generate leads,July,AD_469015,Male,"Los Angeles, California",60+,2022-07-02,2022-07-12,12.846802619067986,385,539,146,0.08799179876073963,3,336,48,120,168,112,107,0.12006357587914006,0.19851576994434136
brand awarness,June,AD_469339,Male,"Los Angeles, California",25-35,2022-06-27,2022-06-28,28.61932745881328,858,1201,169,0.16934513289238629,3,750,107,268,375,250,240,0.11924719774505534,0.19983347210657784
website traffic,June,AD_468789,Female,"Los Angeles, California",18-25,2022-06-23,2022-07-07,84.31756878046201,2529,3540,128,0.6587310060973595,3,2212,316,790,1106,737,708,0.119092611271839,0.2
website traffic,June,AD_468922,Male,"Los Angeles, California",35-40,2022-06-02,2022-06-28,61.2659335366238,1837,2571,101,0.6065934013527109,3,1606,229,574,803,535,514,0.1191944232230035,0.19992220925709842
website traffic,May,AD_468808,Female,"Los Angeles, California",25-35,2022-05-10,2022-06-05,16.910216235154227,507,709,74,0.22851643561019225,2,443,63,158,222,147,141,0.11993061159683849,0.19887165021156558
brand awarness,July,AD_469346,Female,"Houston, Texas",18-25,2022-07-11,2022-07-28,24.42650447551143,732,1024,97,0.2518196337681591,2,640,91,229,320,213,204,0.11973776703682074,0.19921875
website traffic,May,AD_468935,Male,"Chicago,Illinois",45-60,2022-05-20,2022-06-02,19.964579660226235,598,837,22,0.9074808936466471,2,523,74,187,262,174,167,0.1195483811989595,0.19952210274790919
